Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:17:43.420000,LAW,30,0 days 00:02:10.079000,1.0,1.0,0 days 00:15:41.942000,,0 days 00:01:03.449000,0 days 00:00:22.685000,0 days 00:00:43.945000,0 days 00:16:37.063000,0 days 00:16:59.747000,0 days 00:17:43.533000,218.0,252.0,275.0,134.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:15:41.942000,,12,,False,,False,False
0 days 00:19:42.150000,LAW,30,0 days 00:01:58.730000,2.0,1.0,,,0 days 00:00:31.419000,0 days 00:00:26.608000,0 days 00:01:00.703000,0 days 00:18:14.839000,0 days 00:18:41.447000,0 days 00:19:42.150000,232.0,54.0,216.0,247.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:17:43.420000,,267,,False,,False,False
0 days 00:21:31.342000,LAW,30,0 days 00:01:49.192000,3.0,1.0,,,0 days 00:00:37.373000,0 days 00:00:22.020000,0 days 00:00:49.799000,0 days 00:20:19.523000,0 days 00:20:41.543000,0 days 00:21:31.342000,224.0,237.0,268.0,163.0,True,MEDIUM,3.0,True,Racing Bulls,0 days 00:19:42.150000,,71,,False,,False,False
0 days 00:22:56.880000,LAW,30,0 days 00:01:25.538000,4.0,1.0,,,0 days 00:00:30.394000,0 days 00:00:18.380000,0 days 00:00:36.764000,0 days 00:22:01.736000,0 days 00:22:20.116000,0 days 00:22:56.880000,239.0,284.0,290.0,277.0,True,MEDIUM,4.0,True,Racing Bulls,0 days 00:21:31.342000,,1,,False,,False,True
0 days 00:24:53.925000,LAW,30,0 days 00:01:57.045000,5.0,1.0,,,0 days 00:00:36.938000,0 days 00:00:25.308000,0 days 00:00:54.799000,0 days 00:23:33.818000,0 days 00:23:59.126000,0 days 00:24:53.925000,204.0,217.0,275.0,238.0,False,MEDIUM,5.0,True,Racing Bulls,0 days 00:22:56.880000,,1,,False,,False,True
0 days 00:26:17.918000,LAW,30,0 days 00:01:23.993000,6.0,1.0,,,0 days 00:00:29.721000,0 days 00:00:18.185000,0 days 00:00:36.087000,0 days 00:25:23.646000,0 days 00:25:41.831000,0 days 00:26:17.918000,239.0,280.0,280.0,290.0,True,MEDIUM,6.0,True,Racing Bulls,0 days 00:24:53.925000,,1,,False,,False,True
0 days 00:28:18.546000,LAW,30,0 days 00:02:00.628000,7.0,1.0,,,0 days 00:00:36.886000,0 days 00:00:29.056000,0 days 00:00:54.686000,0 days 00:26:54.804000,0 days 00:27:23.860000,0 days 00:28:18.546000,174.0,207.0,272.0,253.0,False,MEDIUM,7.0,True,Racing Bulls,0 days 00:26:17.918000,,1,,False,,False,True
0 days 00:29:41.699000,LAW,30,0 days 00:01:23.153000,8.0,1.0,,,0 days 00:00:29.371000,0 days 00:00:18.026000,0 days 00:00:35.756000,0 days 00:28:47.917000,0 days 00:29:05.943000,0 days 00:29:41.699000,242.0,281.0,278.0,291.0,True,MEDIUM,8.0,True,Racing Bulls,0 days 00:28:18.546000,,1,,False,,False,True
0 days 00:31:47.409000,LAW,30,0 days 00:02:05.710000,9.0,1.0,,,0 days 00:00:40.568000,0 days 00:00:30.473000,0 days 00:00:54.669000,0 days 00:30:22.267000,0 days 00:30:52.740000,0 days 00:31:47.409000,172.0,185.0,277.0,250.0,False,MEDIUM,9.0,True,Racing Bulls,0 days 00:29:41.699000,,1,,False,,False,True
0 days 00:33:10.904000,LAW,30,0 days 00:01:23.495000,10.0,1.0,,,0 days 00:00:29.391000,0 days 00:00:18.147000,0 days 00:00:35.957000,0 days 00:32:16.800000,0 days 00:32:34.947000,0 days 00:33:10.904000,242.0,278.0,284.0,294.0,False,MEDIUM,10.0,True,Racing Bulls,0 days 00:31:47.409000,,1,,False,,False,True
0 days 00:35:01.617000,LAW,30,0 days 00:01:50.713000,11.0,1.0,,,0 days 00:00:35.486000,0 days 00:00:26.950000,0 days 00:00:48.277000,0 days 00:33:46.390000,0 days 00:34:13.340000,0 days 00:35:01.617000,220.0,195.0,275.0,266.0,False,MEDIUM,11.0,True,Racing Bulls,0 days 00:33:10.904000,,1,,False,,False,True
0 days 00:36:24.230000,LAW,30,0 days 00:01:22.613000,12.0,1.0,,,0 days 00:00:29.136000,0 days 00:00:18.008000,0 days 00:00:35.469000,0 days 00:35:30.753000,0 days 00:35:48.761000,0 days 00:36:24.230000,245.0,279.0,293.0,294.0,True,MEDIUM,12.0,True,Racing Bulls,0 days 00:35:01.617000,,1,,False,,False,True
0 days 00:46:28.179000,LAW,30,,13.0,1.0,,0 days 00:38:02.012000,0 days 00:00:34.758000,0 days 00:00:21.482000,,0 days 00:36:59.215000,0 days 00:37:20.797000,,236.0,256.0,,268.0,False,MEDIUM,13.0,True,Racing Bulls,0 days 00:36:24.230000,,1,,False,,False,False
0 days 00:48:25.126000,LAW,30,0 days 00:01:56.947000,14.0,2.0,0 days 00:46:33.276000,,0 days 00:00:59.697000,0 days 00:00:18.863000,0 days 00:00:38.387000,0 days 00:47:27.876000,0 days 00:47:46.739000,0 days 00:48:25.126000,240.0,287.0,272.0,213.0,False,MEDIUM,14.0,False,Racing Bulls,0 days 00:46:28.179000,,1,,False,,False,False
0 days 00:49:52.565000,LAW,30,0 days 00:01:27.439000,15.0,2.0,,,0 days 00:00:30.823000,0 days 00:00:19.034000,0 days 00:00:37.582000,0 days 00:48:55.949000,0 days 00:49:14.983000,0 days 00:49:52.565000,235.0,264.0,301.0,281.0,False,MEDIUM,15.0,False,Racing Bulls,0 days 00:48:25.126000,,1,,False,,False,True
0 days 00:51:19.128000,LAW,30,0 days 00:01:26.563000,16.0,2.0,,,0 days 00:00:30.545000,0 days 00:00:18.673000,0 days 00:00:37.345000,0 days 00:50:23.110000,0 days 00:50:41.783000,0 days 00:51:19.128000,237.0,273.0,291.0,303.0,False,MEDIUM,16.0,False,Racing Bulls,0 days 00:49:52.565000,,1,,False,,False,True
0 days 00:52:45.216000,LAW,30,0 days 00:01:26.088000,17.0,2.0,,,0 days 00:00:30.131000,0 days 00:00:18.633000,0 days 00:00:37.324000,0 days 00:51:49.259000,0 days 00:52:07.892000,0 days 00:52:45.216000,238.0,273.0,290.0,295.0,False,MEDIUM,17.0,False,Racing Bulls,0 days 00:51:19.128000,,1,,False,,False,True
0 days 00:54:11.384000,LAW,30,0 days 00:01:26.168000,18.0,2.0,,,0 days 00:00:30.222000,0 days 00:00:18.665000,0 days 00:00:37.281000,0 days 00:53:15.438000,0 days 00:53:34.103000,0 days 00:54:11.384000,,273.0,302.0,285.0,False,MEDIUM,18.0,False,Racing Bulls,0 days 00:52:45.216000,,1,,False,,False,True
0 days 00:55:38.518000,LAW,30,0 days 00:01:27.134000,19.0,2.0,,,0 days 00:00:30.304000,0 days 00:00:18.655000,0 days 00:00:38.175000,0 days 00:54:41.688000,0 days 00:55:00.343000,0 days 00:55:38.518000,237.0,276.0,296.0,302.0,False,MEDIUM,19.0,False,Racing Bulls,0 days 00:54:11.384000,,1,,False,,False,True
0 days 00:57:05.585000,LAW,30,0 days 00:01:27.067000,20.0,2.0,,,0 days 00:00:30.677000,0 days 00:00:18.599000,0 days 00:00:37.791000,0 days 00:56:09.195000,0 days 00:56:27.794000,0 days 00:57:05.585000,238.0,282.0,296.0,289.0,False,MEDIUM,20.0,False,Racing Bulls,0 days 00:55:38.518000,,1,,False,,False,True
0 days 01:06:39.055000,LAW,30,,21.0,2.0,,0 days 00:58:48.288000,0 days 00:00:35.573000,0 days 00:00:24.025000,,0 days 00:57:41.266000,0 days 00:58:05.399000,,199.0,262.0,,258.0,False,MEDIUM,21.0,False,Racing Bulls,0 days 00:57:05.585000,,1267,,False,,False,False
0 days 01:08:30.483000,LAW,30,0 days 00:01:51.428000,22.0,3.0,0 days 01:06:41.023000,,0 days 00:00:42.487000,0 days 00:00:20.529000,0 days 00:00:48.412000,0 days 01:07:21.542000,0 days 01:07:42.071000,0 days 01:08:30.483000,228.0,278.0,275.0,177.0,False,SOFT,1.0,True,Racing Bulls,0 days 01:06:39.055000,,71,,False,,False,False
0 days 01:10:00.272000,LAW,30,0 days 00:01:29.789000,23.0,3.0,,,0 days 00:00:28.846000,0 days 00:00:18.223000,0 days 00:00:42.720000,0 days 01:08:59.329000,0 days 01:09:17.552000,0 days 01:10:00.272000,276.0,273.0,217.0,293.0,False,SOFT,2.0,True,Racing Bulls,0 days 01:08:30.483000,,1,,False,,False,True
0 days 01:12:04.346000,LAW,30,0 days 00:02:04.074000,24.0,3.0,,,0 days 00:00:39.944000,0 days 00:00:34.301000,0 days 00:00:49.829000,0 days 01:10:40.216000,0 days 01:11:14.517000,0 days 01:12:04.346000,175.0,137.0,273.0,187.0,False,SOFT,3.0,True,Racing Bulls,0 days 01:10:00.272000,,1,,False,,False,True
0 days 01:13:55.776000,LAW,30,0 days 00:01:51.430000,25.0,3.0,,,0 days 00:00:39.955000,0 days 00:00:24.294000,0 days 00:00:47.181000,0 days 01:12:44.301000,0 days 01:13:08.595000,0 days 01:13:55.776000,204.0,221.0,274.0,291.0,False,SOFT,4.0,True,Racing Bulls,0 days 01:12:04.346000,,1,,False,,False,True
0 days 01:15:34.778000,LAW,30,0 days 00:01:39.002000,26.0,3.0,,,0 days 00:00:29.104000,0 days 00:00:18.326000,0 days 00:00:51.572000,0 days 01:14:24.880000,0 days 01:14:43.206000,0 days 01:15:34.778000,272.0,214.0,199.0,,False,SOFT,5.0,True,Racing Bulls,0 days 01:13:55.776000,,1,,False,,False,True
0 days 01:18:21.697000,LAW,30,,27.0,3.0,,,0 days 00:00:41.643000,0 days 00:00:26.461000,0 days 00:01:38.767000,0 days 01:16:16.537000,0 days 01:16:43.084000,0 days 01:18:21.697000,201.0,211.0,92.0,189.0,False,SOFT,6.0,True,Racing Bulls,0 days 01:15:34.778000,,1,,False,,False,False
0 days 01:20:19.218000,LAW,30,,28.0,3.0,,0 days 01:20:19.218000,0 days 00:00:39.901000,0 days 00:00:28.752000,,0 days 01:19:01.799000,0 days 01:19:30.482000,,176.0,175.0,,229.0,False,SOFT,7.0,True,Racing Bulls,0 days 01:18:21.697000,,1,,False,,False,False
0 days 00:17:04.495000,OCO,31,,1.0,1.0,0 days 00:15:08.447000,,,0 days 00:00:21.734000,0 days 00:00:49.355000,,0 days 00:16:15.407000,0 days 00:17:04.760000,237.0,239.0,278.0,150.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:15:08.447000,,1,,False,,False,False
0 days 00:18:39.084000,OCO,31,0 days 00:01:34.589000,2.0,1.0,,,0 days 00:00:32.360000,0 days 00:00:18.687000,0 days 00:00:43.542000,0 days 00:17:36.855000,0 days 00:17:55.542000,0 days 00:18:39.084000,274.0,277.0,115.0,257.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:17:04.495000,,126,,False,,False,False
0 days 00:22:35.324000,OCO,31,,3.0,1.0,,0 days 00:20:27.440000,0 days 00:00:43.393000,0 days 00:00:24.400000,,0 days 00:19:22.653000,0 days 00:19:47.097000,,205.0,226.0,,158.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:18:39.084000,,671,,False,,False,False
0 days 00:24:24.375000,OCO,31,0 days 00:01:49.051000,4.0,2.0,0 days 00:22:37.445000,,0 days 00:00:40.329000,0 days 00:00:20.712000,0 days 00:00:48.010000,0 days 00:23:15.653000,0 days 00:23:36.365000,0 days 00:24:24.375000,266.0,276.0,280.0,145.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:22:35.324000,,1,,False,,False,False
0 days 00:25:49.228000,OCO,31,0 days 00:01:24.853000,5.0,2.0,,,0 days 00:00:29.789000,0 days 00:00:18.398000,0 days 00:00:36.666000,0 days 00:24:54.164000,0 days 00:25:12.562000,0 days 00:25:49.228000,272.0,279.0,303.0,294.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:24:24.375000,,1,,False,,False,True
0 days 00:27:39.588000,OCO,31,0 days 00:01:50.360000,6.0,2.0,,,0 days 00:00:38.373000,0 days 00:00:26.946000,0 days 00:00:45.041000,0 days 00:26:27.601000,0 days 00:26:54.547000,0 days 00:27:39.588000,189.0,202.0,264.0,169.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:25:49.228000,,1,,False,,False,True
0 days 00:29:13.203000,OCO,31,0 days 00:01:33.615000,7.0,2.0,,,0 days 00:00:29.528000,0 days 00:00:18.400000,0 days 00:00:45.687000,0 days 00:28:09.116000,0 days 00:28:27.516000,0 days 00:29:13.203000,235.0,257.0,227.0,291.0,False,MEDIUM,7.0,False,Haas F1 Team,0 days 00:27:39.588000,,1,,False,,False,True
0 days 00:30:58.473000,OCO,31,0 days 00:01:45.270000,8.0,2.0,,,0 days 00:00:37.912000,0 days 00:00:23.245000,0 days 00:00:44.113000,0 days 00:29:51.115000,0 days 00:30:14.360000,0 days 00:30:58.473000,206.0,232.0,275.0,221.0,False,MEDIUM,8.0,False,Haas F1 Team,0 days 00:29:13.203000,,1,,False,,False,True
0 days 00:32:22.352000,OCO,31,0 days 00:01:23.879000,9.0,2.0,,,0 days 00:00:29.395000,0 days 00:00:18.397000,0 days 00:00:36.087000,0 days 00:31:27.868000,0 days 00:31:46.265000,0 days 00:32:22.352000,276.0,277.0,302.0,300.0,True,MEDIUM,9.0,False,Haas F1 Team,0 days 00:30:58.473000,,1,,False,,False,True
0 days 00:34:14.873000,OCO,31,0 days 00:01:52.521000,10.0,2.0,,,0 days 00:00:40.649000,0 days 00:00:24.398000,0 days 00:00:47.474000,0 days 00:33:03.001000,0 days 00:33:27.399000,0 days 00:34:14.873000,203.0,222.0,268.0,213.0,False,MEDIUM,10.0,False,Haas F1 Team,0 days 00:32:22.352000,,1,,False,,False,True
0 days 00:35:38.185000,OCO,31,0 days 00:01:23.312000,11.0,2.0,,,0 days 00:00:29.042000,0 days 00:00:18.416000,0 days 00:00:35.854000,0 days 00:34:43.915000,0 days 00:35:02.331000,0 days 00:35:38.185000,260.0,275.0,298.0,296.0,True,MEDIUM,11.0,False,Haas F1 Team,0 days 00:34:14.873000,,1,,False,,False,True
0 days 00:37:31.748000,OCO,31,0 days 00:01:53.563000,12.0,2.0,,,0 days 00:00:40.363000,0 days 00:00:22.655000,0 days 00:00:50.545000,0 days 00:36:18.548000,0 days 00:36:41.203000,0 days 00:37:31.748000,225.0,232.0,265.0,225.0,False,MEDIUM,12.0,False,Haas F1 Team,0 days 00:35:38.185000,,1,,True,TRACK LIMITS AT TURN 10 LAP 13 ,False,True
0 days 00:38:54.745000,OCO,31,0 days 00:01:22.997000,13.0,2.0,,,0 days 00:00:28.963000,0 days 00:00:18.347000,0 days 00:00:35.687000,0 days 00:38:00.711000,0 days 00:38:19.058000,0 days 00:38:54.745000,276.0,278.0,298.0,296.0,True,MEDIUM,13.0,False,Haas F1 Team,0 days 00:37:31.748000,,1,,False,,False,True
0 days 00:40:44.719000,OCO,31,0 days 00:01:49.974000,14.0,2.0,,,0 days 00:00:37.871000,0 days 00:00:24.156000,0 days 00:00:47.947000,0 days 00:39:32.616000,0 days 00:39:56.772000,0 days 00:40:44.719000,200.0,234.0,269.0,245.0,False,MEDIUM,14.0,False,Haas F1 Team,0 days 00:38:54.745000,,1,,False,,False,True
0 days 00:42:07.513000,OCO,31,0 days 00:01:22.794000,15.0,2.0,,,0 days 00:00:28.894000,0 days 00:00:18.348000,0 days 00:00:35.552000,0 days 00:41:13.613000,0 days 00:41:31.961000,0 days 00:42:07.513000,269.0,275.0,298.0,297.0,True,MEDIUM,15.0,False,Haas F1 Team,0 days 00:40:44.719000,,1,,False,,False,True
0 days 00:43:54.933000,OCO,31,0 days 00:01:47.420000,16.0,2.0,,,0 days 00:00:38.667000,0 days 00:00:25.555000,0 days 00:00:43.198000,0 days 00:42:46.180000,0 days 00:43:11.735000,0 days 00:43:54.933000,194.0,199.0,274.0,236.0,False,MEDIUM,16.0,False,Haas F1 Team,0 days 00:42:07.513000,,1,,False,,False,True
0 days 00:45:17.489000,OCO,31,0 days 00:01:22.556000,17.0,2.0,,,0 days 00:00:28.789000,0 days 00:00:18.363000,0 days 00:00:35.404000,0 days 00:44:23.722000,0 days 00:44:42.085000,0 days 00:45:17.489000,266.0,274.0,300.0,300.0,True,MEDIUM,17.0,False,Haas F1 Team,0 days 00:43:54.933000,,1,,False,,False,True
0 days 00:55:43.389000,OCO,31,,18.0,2.0,,0 days 00:46:58.434000,0 days 00:00:34.528000,0 days 00:00:24.334000,,0 days 00:45:52.299000,0 days 00:46:16.533000,,198.0,223.0,,257.0,False,MEDIUM,18.0,False,Haas F1 Team,0 days 00:45:17.489000,,1,,False,,False,False
0 days 00:57:39.897000,OCO,31,0 days 00:01:56.508000,19.0,3.0,0 days 00:55:45.477000,,0 days 00:00:40.770000,0 days 00:00:20.754000,0 days 00:00:54.984000,0 days 00:56:24.159000,0 days 00:56:44.913000,0 days 00:57:39.897000,259.0,279.0,258.0,153.0,False,MEDIUM,19.0,False,Haas F1 Team,0 days 00:55:43.389000,,1,,False,,False,False
0 days 00:59:03.608000,OCO,31,0 days 00:01:23.711000,20.0,3.0,,,0 days 00:00:29.559000,0 days 00:00:18.181000,0 days 00:00:35.971000,0 days 00:58:09.456000,0 days 00:58:27.637000,0 days 00:59:03.608000,270.0,280.0,302.0,294.0,False,MEDIUM,20.0,False,Haas F1 Team,0 days 00:57:39.897000,,1,,False,,False,True
0 days 01:07:45.611000,OCO,31,,21.0,3.0,,0 days 01:00:39.796000,0 days 00:00:33.600000,0 days 00:00:22.482000,,0 days 00:59:37.357000,0 days 00:59:59.846000,,213.0,240.0,,247.0,False,MEDIUM,21.0,False,Haas F1 Team,0 days 00:59:03.608000,,1267,,False,,False,False
0 days 01:09:26.326000,OCO,31,0 days 00:01:40.715000,22.0,4.0,0 days 01:07:47.748000,,0 days 00:00:39.076000,0 days 00:00:20.410000,0 days 00:00:41.229000,0 days 01:08:24.687000,0 days 01:08:45.097000,0 days 01:09:26.326000,263.0,279.0,280.0,166.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:07:45.611000,,1,,False,,False,False
0 days 01:10:48.574000,OCO,31,0 days 00:01:22.248000,23.0,4.0,,,0 days 00:00:29.144000,0 days 00:00:17.709000,0 days 00:00:35.395000,0 days 01:09:55.470000,0 days 01:10:13.179000,0 days 01:10:48.574000,250.0,306.0,303.0,307.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:09:26.326000,,1,,False,,False,True
0 days 01:12:45.006000,OCO,31,0 days 00:01:56.432000,24.0,4.0,,0 days 01:12:34.054000,0 days 00:00:44.382000,0 days 00:00:20.499000,0 days 00:00:51.551000,0 days 01:11:32.956000,0 days 01:11:53.455000,0 days 01:12:45.006000,224.0,290.0,,220.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:10:48.574000,,1,,False,,False,False
0 days 01:14:58.632000,OCO,31,0 days 00:02:13.626000,25.0,5.0,0 days 01:12:48.585000,,0 days 00:01:10.274000,0 days 00:00:21.125000,0 days 00:00:42.227000,0 days 01:13:55.280000,0 days 01:14:16.405000,0 days 01:14:58.632000,196.0,266.0,267.0,147.0,False,SOFT,4.0,False,Haas F1 Team,0 days 01:12:45.006000,,1,,False,,False,False
0 days 01:16:20.793000,OCO,31,0 days 00:01:22.161000,26.0,5.0,,,0 days 00:00:29.123000,0 days 00:00:17.704000,0 days 00:00:35.334000,0 days 01:15:27.755000,0 days 01:15:45.459000,0 days 01:16:20.793000,265.0,301.0,303.0,296.0,True,SOFT,5.0,False,Haas F1 Team,0 days 01:14:58.632000,,1,,False,,False,True
0 days 01:19:26.776000,OCO,31,,27.0,5.0,,,0 days 00:00:40.284000,0 days 00:00:26.324000,,0 days 01:17:01.201000,0 days 01:17:27.597000,,194.0,202.0,203.0,189.0,False,SOFT,6.0,False,Haas F1 Team,0 days 01:16:20.793000,,1,,False,,False,False
0 days 01:21:03.728000,OCO,31,,28.0,5.0,,0 days 01:21:03.728000,0 days 00:00:30.985000,0 days 00:00:22.877000,,0 days 01:19:57.905000,0 days 01:20:20.801000,,273.0,218.0,,257.0,False,SOFT,7.0,False,Haas F1 Team,0 days 01:19:26.776000,,1,,False,,False,False
0 days 00:40:44.486000,LIN,41,,1.0,2.0,0 days 00:16:00.061000,0 days 00:20:20.683000,,,,,,,,,,,False,SOFT,1.0,True,Racing Bulls,0 days 00:16:00.061000,,1267,,False,,False,False
0 days 00:42:45.022000,LIN,41,0 days 00:02:00.536000,2.0,2.0,0 days 00:40:46.516000,,0 days 00:00:47.839000,0 days 00:00:22.114000,0 days 00:00:50.583000,0 days 00:41:32.325000,0 days 00:41:54.439000,0 days 00:42:45.022000,206.0,238.0,270.0,117.0,False,SOFT,2.0,True,Racing Bulls,0 days 00:40:44.486000,,1,,False,,False,False
0 days 00:44:11.826000,LIN,41,0 days 00:01:26.804000,3.0,2.0,,,0 days 00:00:31.279000,0 days 00:00:18.609000,0 days 00:00:36.916000,0 days 00:43:16.301000,0 days 00:43:34.910000,0 days 00:44:11.826000,241.0,319.0,312.0,249.0,True,SOFT,3.0,True,Racing Bulls,0 days 00:42:45.022000,,1,,False,,False,True
0 days 00:45:55.636000,LIN,41,0 days 00:01:43.810000,4.0,2.0,,,0 days 00:00:34.485000,0 days 00:00:22.419000,0 days 00:00:46.906000,0 days 00:44:46.311000,0 days 00:45:08.730000,0 days 00:45:55.636000,226.0,253.0,265.0,246.0,False,SOFT,4.0,True,Racing Bulls,0 days 00:44:11.826000,,1,,False,,False,True
0 days 00:47:20.459000,LIN,41,0 days 00:01:24.823000,5.0,2.0,,,0 days 00:00:29.806000,0 days 00:00:18.327000,0 days 00:00:36.690000,0 days 00:46:25.442000,0 days 00:46:43.769000,0 days 00:47:20.459000,247.0,288.0,301.0,274.0,True,SOFT,5.0,True,Racing Bulls,0 days 00:45:55.636000,,1,,False,,False,True
0 days 00:49:03.823000,LIN,41,0 days 00:01:43.364000,6.0,2.0,,,0 days 00:00:36.115000,0 days 00:00:22.616000,0 days 00:00:44.633000,0 days 00:47:56.574000,0 days 00:48:19.190000,0 days 00:49:03.823000,218.0,253.0,271.0,238.0,False,SOFT,6.0,True,Racing Bulls,0 days 00:47:20.459000,,1,,False,,False,True
0 days 00:50:27.490000,LIN,41,0 days 00:01:23.667000,7.0,2.0,,,0 days 00:00:29.365000,0 days 00:00:18.482000,0 days 00:00:35.820000,0 days 00:49:33.188000,0 days 00:49:51.670000,0 days 00:50:27.490000,249.0,281.0,307.0,289.0,True,SOFT,7.0,True,Racing Bulls,0 days 00:49:03.823000,,1,,False,,False,True
0 days 00:52:15.382000,LIN,41,0 days 00:01:47.892000,8.0,2.0,,,0 days 00:00:34.573000,0 days 00:00:22.017000,0 days 00:00:51.302000,0 days 00:51:02.063000,0 days 00:51:24.080000,0 days 00:52:15.382000,227.0,241.0,265.0,258.0,False,SOFT,8.0,True,Racing Bulls,0 days 00:50:27.490000,,1,,False,,False,True
0 days 00:53:38.181000,LIN,41,0 days 00:01:22.799000,9.0,2.0,,,0 days 00:00:28.952000,0 days 00:00:18.356000,0 days 00:00:35.491000,0 days 00:52:44.334000,0 days 00:53:02.690000,0 days 00:53:38.181000,249.0,282.0,301.0,287.0,True,SOFT,9.0,True,Racing Bulls,0 days 00:52:15.382000,,1,,False,,False,True
0 days 00:55:24.597000,LIN,41,0 days 00:01:46.416000,10.0,2.0,,,0 days 00:00:35.170000,0 days 00:00:21.978000,0 days 00:00:49.268000,0 days 00:54:13.351000,0 days 00:54:35.329000,0 days 00:55:24.597000,233.0,241.0,274.0,271.0,False,SOFT,10.0,True,Racing Bulls,0 days 00:53:38.181000,,1,,False,,False,True
0 days 00:56:47.184000,LIN,41,0 days 00:01:22.587000,11.0,2.0,,,0 days 00:00:28.429000,0 days 00:00:18.594000,0 days 00:00:35.564000,0 days 00:55:53.026000,0 days 00:56:11.620000,0 days 00:56:47.184000,296.0,270.0,297.0,293.0,True,SOFT,11.0,True,Racing Bulls,0 days 00:55:24.597000,,1,,False,,False,True
0 days 01:01:38.925000,LIN,41,,12.0,2.0,,0 days 00:58:21.875000,0 days 00:00:34.777000,0 days 00:00:22.145000,,0 days 00:57:22.206000,0 days 00:57:44.322000,,225.0,265.0,,270.0,False,SOFT,12.0,True,Racing Bulls,0 days 00:56:47.184000,,1,,False,,False,False
0 days 01:03:24.116000,LIN,41,0 days 00:01:45.191000,13.0,2.0,0 days 01:01:41.024000,,0 days 00:00:43.204000,0 days 00:00:21.035000,0 days 00:00:40.952000,0 days 01:02:22.129000,0 days 01:02:43.164000,0 days 01:03:24.116000,229.0,253.0,275.0,155.0,False,SOFT,13.0,True,Racing Bulls,0 days 01:01:38.925000,,12,,False,,False,False
0 days 01:05:21.602000,LIN,41,0 days 00:01:57.486000,14.0,2.0,,,0 days 00:00:36.990000,0 days 00:00:26.244000,0 days 00:00:54.252000,0 days 01:04:01.106000,0 days 01:04:27.350000,0 days 01:05:21.602000,150.0,238.0,227.0,292.0,False,SOFT,14.0,True,Racing Bulls,0 days 01:03:24.116000,,26,,False,,False,False
0 days 01:07:14.671000,LIN,41,0 days 00:01:53.069000,15.0,2.0,,,0 days 00:00:38.611000,0 days 00:00:33.015000,0 days 00:00:41.443000,0 days 01:06:00.213000,0 days 01:06:33.228000,0 days 01:07:14.671000,210.0,247.0,274.0,211.0,False,SOFT,15.0,True,Racing Bulls,0 days 01:05:21.602000,,671,,False,,False,False
0 days 01:08:54.614000,LIN,41,0 days 00:01:39.943000,16.0,2.0,,,0 days 00:00:29.844000,0 days 00:00:19.729000,0 days 00:00:50.370000,0 days 01:07:44.515000,0 days 01:08:04.244000,0 days 01:08:54.614000,226.0,196.0,274.0,293.0,False,SOFT,16.0,True,Racing Bulls,0 days 01:07:14.671000,,1,,False,,False,True
0 days 01:10:15.986000,LIN,41,0 days 00:01:21.372000,17.0,2.0,,,0 days 00:00:28.490000,0 days 00:00:17.639000,0 days 00:00:35.243000,0 days 01:09:23.104000,0 days 01:09:40.743000,0 days 01:10:15.986000,264.0,287.0,304.0,295.0,True,SOFT,17.0,True,Racing Bulls,0 days 01:08:54.614000,,1,,False,,False,True
0 days 01:12:10.312000,LIN,41,0 days 00:01:54.326000,18.0,2.0,,,0 days 00:00:38.558000,0 days 00:00:29.263000,0 days 00:00:46.505000,0 days 01:10:54.544000,0 days 01:11:23.807000,0 days 01:12:10.312000,124.0,221.0,275.0,236.0,False,SOFT,18.0,True,Racing Bulls,0 days 01:10:15.986000,,1,,False,,False,True
0 days 01:13:31.625000,LIN,41,0 days 00:01:21.313000,19.0,2.0,,,0 days 00:00:28.681000,0 days 00:00:17.444000,0 days 00:00:35.188000,0 days 01:12:38.993000,0 days 01:12:56.437000,0 days 01:13:31.625000,249.0,295.0,290.0,294.0,True,SOFT,19.0,True,Racing Bulls,0 days 01:12:10.312000,,1,,False,,False,True
0 days 01:15:18.934000,LIN,41,0 days 00:01:47.309000,20.0,2.0,,,0 days 00:00:33.236000,0 days 00:00:23.616000,0 days 00:00:50.457000,0 days 01:14:04.861000,0 days 01:14:28.477000,0 days 01:15:18.934000,230.0,227.0,242.0,266.0,False,SOFT,20.0,True,Racing Bulls,0 days 01:13:31.625000,,1,,False,,False,True
0 days 01:18:01.906000,LIN,41,,21.0,2.0,,,0 days 00:00:38.537000,0 days 00:00:23.484000,,0 days 01:15:57.614000,0 days 01:16:21.102000,,201.0,251.0,77.0,209.0,False,SOFT,21.0,True,Racing Bulls,0 days 01:15:18.934000,,1,,False,,False,False
