Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:19:09.632000,PIA,81,,20.0,4.0,,,0 days 00:00:36.808000,0 days 00:00:23.542000,,0 days 01:16:54.109000,0 days 01:17:17.681000,,187.0,302.0,131.0,266.0,False,SOFT,7.0,True,McLaren,0 days 01:16:17.137000,,1,,False,,False,False
0 days 01:20:40.566000,PIA,81,,21.0,4.0,,0 days 01:20:40.566000,0 days 00:00:31.633000,0 days 00:00:18.827000,,0 days 01:19:41.459000,0 days 01:20:00.244000,,250.0,269.0,,240.0,False,SOFT,8.0,True,McLaren,0 days 01:19:09.632000,,1,,False,,False,False
0 days 00:17:09.144000,BEA,87,,1.0,1.0,0 days 00:15:16.706000,,,0 days 00:00:21.976000,0 days 00:00:48.452000,,0 days 00:16:20.898000,0 days 00:17:09.331000,228.0,257.0,263.0,152.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:15:16.706000,,1,,False,,False,False
0 days 00:19:05.419000,BEA,87,0 days 00:01:56.275000,2.0,1.0,,,0 days 00:00:32.035000,0 days 00:00:21.905000,0 days 00:01:02.335000,0 days 00:17:41.179000,0 days 00:18:03.084000,0 days 00:19:05.419000,246.0,206.0,195.0,261.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:17:09.144000,,126,,False,,False,False
0 days 00:20:53.880000,BEA,87,0 days 00:01:48.461000,3.0,1.0,,,0 days 00:00:43.612000,0 days 00:00:21.376000,0 days 00:00:43.473000,0 days 00:19:49.031000,0 days 00:20:10.407000,0 days 00:20:53.880000,234.0,276.0,269.0,134.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:19:05.419000,,671,,False,,False,False
0 days 00:22:20.613000,BEA,87,0 days 00:01:26.733000,4.0,1.0,,,0 days 00:00:30.396000,0 days 00:00:18.529000,0 days 00:00:37.808000,0 days 00:21:24.276000,0 days 00:21:42.805000,0 days 00:22:20.613000,270.0,281.0,293.0,286.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 00:20:53.880000,,1,,False,,False,True
0 days 00:24:18.072000,BEA,87,0 days 00:01:57.459000,5.0,1.0,,,0 days 00:00:52.994000,0 days 00:00:22.033000,0 days 00:00:42.432000,0 days 00:23:13.607000,0 days 00:23:35.640000,0 days 00:24:18.072000,185.0,275.0,269.0,84.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 00:22:20.613000,,1,,False,,False,True
0 days 00:25:43.070000,BEA,87,0 days 00:01:24.998000,6.0,1.0,,,0 days 00:00:30.019000,0 days 00:00:18.276000,0 days 00:00:36.703000,0 days 00:24:48.091000,0 days 00:25:06.367000,0 days 00:25:43.070000,251.0,284.0,296.0,293.0,True,MEDIUM,6.0,True,Haas F1 Team,0 days 00:24:18.072000,,1,,False,,False,True
0 days 00:27:47.834000,BEA,87,0 days 00:02:04.764000,7.0,1.0,,,0 days 00:00:50.961000,0 days 00:00:29.541000,0 days 00:00:44.262000,0 days 00:26:34.031000,0 days 00:27:03.572000,0 days 00:27:47.834000,148.0,195.0,266.0,187.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 00:25:43.070000,,1,,False,,False,True
0 days 00:29:12.340000,BEA,87,0 days 00:01:24.506000,8.0,1.0,,,0 days 00:00:29.809000,0 days 00:00:18.396000,0 days 00:00:36.301000,0 days 00:28:17.643000,0 days 00:28:36.039000,0 days 00:29:12.340000,243.0,279.0,300.0,291.0,True,MEDIUM,8.0,True,Haas F1 Team,0 days 00:27:47.834000,,1,,False,,False,True
0 days 00:31:25.607000,BEA,87,0 days 00:02:13.267000,9.0,1.0,,,0 days 00:00:55.378000,0 days 00:00:32.090000,0 days 00:00:45.799000,0 days 00:30:07.718000,0 days 00:30:39.808000,0 days 00:31:25.607000,146.0,122.0,271.0,107.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 00:29:12.340000,,1,,False,,False,True
0 days 00:32:49.348000,BEA,87,0 days 00:01:23.741000,10.0,1.0,,,0 days 00:00:29.253000,0 days 00:00:18.421000,0 days 00:00:36.067000,0 days 00:31:54.860000,0 days 00:32:13.281000,0 days 00:32:49.348000,272.0,275.0,302.0,296.0,True,MEDIUM,10.0,True,Haas F1 Team,0 days 00:31:25.607000,,1,,False,,False,True
0 days 00:34:52.240000,BEA,87,0 days 00:02:02.892000,11.0,1.0,,,0 days 00:00:46.799000,0 days 00:00:28.706000,0 days 00:00:47.387000,0 days 00:33:36.147000,0 days 00:34:04.853000,0 days 00:34:52.240000,153.0,192.0,271.0,220.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 00:32:49.348000,,1,,False,,False,True
0 days 00:36:15.335000,BEA,87,0 days 00:01:23.095000,12.0,1.0,,,0 days 00:00:29.043000,0 days 00:00:18.204000,0 days 00:00:35.848000,0 days 00:35:21.283000,0 days 00:35:39.487000,0 days 00:36:15.335000,279.0,276.0,303.0,297.0,True,MEDIUM,12.0,True,Haas F1 Team,0 days 00:34:52.240000,,1,,False,,False,True
0 days 00:38:21.986000,BEA,87,0 days 00:02:06.651000,13.0,1.0,,,0 days 00:00:49.799000,0 days 00:00:31.417000,0 days 00:00:45.435000,0 days 00:37:05.134000,0 days 00:37:36.551000,0 days 00:38:21.986000,150.0,131.0,268.0,205.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 00:36:15.335000,,1,,False,,False,True
0 days 00:39:45.139000,BEA,87,0 days 00:01:23.153000,14.0,1.0,,,0 days 00:00:29.314000,0 days 00:00:18.042000,0 days 00:00:35.797000,0 days 00:38:51.300000,0 days 00:39:09.342000,0 days 00:39:45.139000,278.0,281.0,303.0,296.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 00:38:21.986000,,1,,False,,False,True
0 days 00:41:51.134000,BEA,87,0 days 00:02:05.995000,15.0,1.0,,,0 days 00:00:50.769000,0 days 00:00:27.436000,0 days 00:00:47.790000,0 days 00:40:35.908000,0 days 00:41:03.344000,0 days 00:41:51.134000,152.0,152.0,267.0,205.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 00:39:45.139000,,1,,False,,False,True
0 days 00:55:46.911000,BEA,87,,16.0,1.0,,0 days 00:43:18.875000,0 days 00:00:29.270000,0 days 00:00:18.051000,,0 days 00:42:20.695000,0 days 00:42:38.645000,,280.0,277.0,,296.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 00:41:51.134000,,1,,False,,False,False
0 days 00:57:45.371000,BEA,87,0 days 00:01:58.460000,17.0,2.0,0 days 00:55:48.807000,,0 days 00:00:41.554000,0 days 00:00:19.646000,0 days 00:00:57.260000,0 days 00:56:28.465000,0 days 00:56:48.111000,0 days 00:57:45.371000,264.0,283.0,250.0,119.0,False,MEDIUM,17.0,False,Haas F1 Team,0 days 00:55:46.911000,,1,,False,,False,False
0 days 00:59:30.723000,BEA,87,0 days 00:01:45.352000,18.0,2.0,,,0 days 00:00:38.461000,0 days 00:00:20.910000,0 days 00:00:45.981000,0 days 00:58:23.832000,0 days 00:58:44.742000,0 days 00:59:30.723000,241.0,258.0,267.0,199.0,False,MEDIUM,18.0,False,Haas F1 Team,0 days 00:57:45.371000,,1,,False,,False,True
0 days 01:07:48.979000,BEA,87,,19.0,2.0,,0 days 01:01:11.414000,0 days 00:00:41.656000,0 days 00:00:20.883000,,0 days 01:00:12.513000,0 days 01:00:33.343000,,176.0,277.0,,295.0,False,MEDIUM,19.0,False,Haas F1 Team,0 days 00:59:30.723000,,1267,,False,,False,False
0 days 01:09:31.129000,BEA,87,0 days 00:01:42.150000,20.0,3.0,0 days 01:07:51.207000,,0 days 00:00:40.722000,0 days 00:00:20.699000,0 days 00:00:40.729000,0 days 01:08:29.701000,0 days 01:08:50.400000,0 days 01:09:31.129000,267.0,255.0,272.0,154.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:07:48.979000,,1,,False,,False,False
0 days 01:10:53.811000,BEA,87,0 days 00:01:22.682000,21.0,3.0,,,0 days 00:00:29.112000,0 days 00:00:17.976000,0 days 00:00:35.594000,0 days 01:10:00.241000,0 days 01:10:18.217000,0 days 01:10:53.811000,275.0,283.0,299.0,300.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:09:31.129000,,1,,False,,False,True
0 days 01:13:21.215000,BEA,87,0 days 00:02:27.404000,22.0,3.0,,,0 days 00:00:51.360000,0 days 00:00:35.589000,0 days 00:01:00.455000,0 days 01:11:45.171000,0 days 01:12:20.760000,0 days 01:13:21.215000,139.0,152.0,215.0,199.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:10:53.811000,,1,,True,TRACK LIMITS AT TURN 9 LAP 23 ,False,True
0 days 01:15:01.728000,BEA,87,0 days 00:01:40.513000,23.0,3.0,,,0 days 00:00:37.226000,0 days 00:00:21.391000,0 days 00:00:41.896000,0 days 01:13:58.441000,0 days 01:14:19.832000,0 days 01:15:01.728000,157.0,277.0,275.0,204.0,False,SOFT,4.0,True,Haas F1 Team,0 days 01:13:21.215000,,1,,False,,False,True
0 days 01:17:34.188000,BEA,87,,24.0,3.0,,,0 days 00:00:43.255000,0 days 00:00:24.623000,0 days 00:01:24.503000,0 days 01:15:45.171000,0 days 01:16:09.725000,0 days 01:17:34.188000,151.0,229.0,4.0,297.0,False,SOFT,5.0,True,Haas F1 Team,0 days 01:15:01.728000,,1,,False,,False,False
0 days 01:19:02.562000,BEA,87,,25.0,3.0,,0 days 01:19:02.562000,0 days 00:00:33.251000,0 days 00:00:19.330000,,0 days 01:18:07.546000,0 days 01:18:26.836000,,277.0,278.0,,235.0,False,SOFT,6.0,True,Haas F1 Team,0 days 01:17:34.188000,,1,,False,,False,False
